# board=.../Circuit/STEP-CON Mk 03.bot.etch.gcode
# tool size=0.177800
# pass=1
# preview window width=800 height=600
-0.01694, 3.60356,-0.10356, 3.51694
-0.10356, 3.51694,-3.60356, 0.01694
-3.60356, 0.01694,-3.70542,-0.05112
-3.70542,-0.05112,-3.81860,-0.09800
-3.81860,-0.09800,-3.93875,-0.12190
-3.93875,-0.12190,-27.31125,-0.12190
-27.31125,-0.12190,-27.43140,-0.09800
-27.43140,-0.09800,-27.54458,-0.05112
-27.54458,-0.05112,-27.64644, 0.01694
-27.64644, 0.01694,-27.73306, 0.10356
-27.73306, 0.10356,-27.80112, 0.20542
-27.80112, 0.20542,-27.84800, 0.31860
-27.84800, 0.31860,-27.87190, 0.43875
-27.87190, 0.43875,-27.87190, 0.90210
-27.87190, 0.90210,-27.96612, 0.90210
-27.96612, 0.90210,-28.05466, 0.93877
-28.05466, 0.93877,-28.12242, 1.00654
-28.12242, 1.00654,-28.15910, 1.09508
-28.15910, 1.09508,-28.15910, 2.22907
-28.15910, 2.22907,-28.27092, 2.34090
-28.27092, 2.34090,-30.22907, 2.34090
-30.22907, 2.34090,-30.35740, 2.21257
-30.35740, 2.21257,-30.44593, 2.17590
-30.44593, 2.17590,-30.55406, 2.17590
-30.55406, 2.17590,-30.64260, 2.21257
-30.64260, 2.21257,-30.71036, 2.28034
-30.71036, 2.28034,-30.77092, 2.34090
-30.77092, 2.34090,-32.72907, 2.34090
-32.72907, 2.34090,-32.84090, 2.22907
-32.84090, 2.22907,-32.84090, 1.94935
-32.84090, 1.94935,-32.84194, 1.94683
-32.84194, 1.94683,-32.87757, 1.86081
-32.87757, 1.86081,-33.09250, 1.64589
-33.09250, 1.64589,-33.23438, 1.30334
-33.23438, 1.30334,-33.30215, 1.23557
-33.30215, 1.23557,-33.39069, 1.19890
-33.39069, 1.19890,-37.40864, 1.19890
-37.40864, 1.19890,-37.49718, 1.23557
-37.49718, 1.23557,-37.56494, 1.30334
-37.56494, 1.30334,-40.76442, 4.50282
-40.76442, 4.50282,-40.80110, 4.59135
-40.80110, 4.59135,-40.80110,37.12447
-40.80110,37.12447,-40.80252,37.16848
-40.80252,37.16848,-40.80110,37.17224
-40.80110,37.17224,-40.80110,37.17627
-40.80110,37.17627,-40.78424,37.21696
-40.78424,37.21696,-40.76872,37.25816
-40.76872,37.25816,-40.76596,37.26110
-40.76596,37.26110,-40.76442,37.26481
-40.76442,37.26481,-40.73332,37.29591
-40.73332,37.29591,-37.54861,40.69294
-37.54861,40.69294,-37.54707,40.69666
-37.54707,40.69666,-37.51596,40.72776
-37.51596,40.72776,-37.48582,40.75992
-37.48582,40.75992,-37.48215,40.76158
-37.48215,40.76158,-37.47930,40.76442
-37.47930,40.76442,-37.43864,40.78126
-37.43864,40.78126,-37.39851,40.79943
-37.39851,40.79943,-37.39448,40.79956
-37.39448,40.79956,-37.39077,40.80110
-37.39077,40.80110,-37.34673,40.80110
-37.34673,40.80110,-37.30272,40.80252
-37.30272,40.80252,-37.29896,40.80110
-37.29896,40.80110,-32.64187,40.80110
-32.64187,40.80110,-32.55334,40.76442
-32.55334,40.76442,-32.48557,40.69666
-32.48557,40.69666,-32.44890,40.60812
-32.44890,40.60812,-32.44890,32.21187
-32.44890,32.21187,-32.48557,32.12334
-32.48557,32.12334,-32.55334,32.05557
-32.55334,32.05557,-32.64187,32.01890
-32.64187,32.01890,-33.83547,32.01890
-33.83547,32.01890,-33.83881,32.02028
-33.83881,32.02028,-34.18794,32.16490
-34.18794,32.16490,-35.83206,32.16490
-35.83206,32.16490,-36.14260,32.03627
-36.14260,32.03627,-36.38027,31.79860
-36.38027,31.79860,-36.50890,31.48806
-36.50890,31.48806,-36.50890,31.15193
-36.50890,31.15193,-36.38027,30.84140
-36.38027,30.84140,-36.14260,30.60373
-36.14260,30.60373,-35.83206,30.47510
-35.83206,30.47510,-34.18794,30.47510
-34.18794,30.47510,-33.83547,30.62110
-33.83547,30.62110,-31.61097,30.62110
-31.61097,30.62110,-31.35410,30.72750
-31.35410,30.72750,-31.15750,30.92410
-31.15750,30.92410,-31.05110,31.18097
-31.05110,31.18097,-31.05110,40.60812
-31.05110,40.60812,-31.01442,40.69666
-31.01442,40.69666,-30.94666,40.76442
-30.94666,40.76442,-30.85812,40.80110
-30.85812,40.80110,-16.14187,40.80110
-16.14187,40.80110,-16.05334,40.76442
-16.05334,40.76442,-15.98557,40.69666
-15.98557,40.69666,-15.94890,40.60812
-15.94890,40.60812,-15.94890,33.11413
-15.94890,33.11413,-15.94418,33.09116
-15.94418,33.09116,-15.94890,33.06666
-15.94890,33.06666,-15.94890,33.04172
-15.94890,33.04172,-15.95787,33.02007
-15.95787,33.02007,-15.96257,32.99560
-15.96257,32.99560,-15.95844,32.97545
-15.95844,32.97545,-15.94890,32.95242
-15.94890,32.95242,-15.94890,32.92898
-15.94890,32.92898,-15.94418,32.90601
-15.94418,32.90601,-15.94890,32.88152
-15.94890,32.88152,-15.94890,32.86099
-15.94890,32.86099,-15.94090,32.84169
-15.94090,32.84169,-15.94090,32.84168
-15.94090,32.84168,-15.94090,32.84167
-15.94090,32.84167,-15.94090,32.79429
-15.94090,32.79429,-15.94089,32.74585
-15.94089,32.74585,-15.94090,32.74584
-15.94090,32.74584,-15.94090,30.92448
-15.94090,30.92448,-15.94089,30.92447
-15.94089,30.92447,-15.94090,30.87708
-15.94090,30.87708,-15.94090,30.82865
-15.94090,30.82865,-15.94090,30.82864
-15.94090,30.82864,-15.94090,30.82863
-15.94090,30.82863,-15.94590,30.81658
-15.94590,30.81658,-15.94590,27.68341
-15.94590,27.68341,-15.72273,27.14463
-15.72273,27.14463,-15.40435,26.82626
-15.40435,26.82626,-15.36767,26.73772
-15.36767,26.73772,-15.36767,26.64187
-15.36767,26.64187,-15.40330,26.55586
-15.40330,26.55586,-15.40435,26.55334
-15.40435,26.55334,-15.47211,26.48557
-15.47211,26.48557,-15.56065,26.44890
-15.56065,26.44890,-20.71497,26.44890
-20.71497,26.44890,-20.80351,26.48557
-20.80351,26.48557,-20.87128,26.55334
-20.87128,26.55334,-20.93973,26.71860
-20.93973,26.71860,-21.17740,26.95627
-21.17740,26.95627,-21.41811,27.05598
-21.41811,27.05598,-21.41812,27.05598
-21.41812,27.05598,-21.50479,27.09188
-21.50479,27.09188,-21.50666,27.09265
-21.50666,27.09265,-21.57442,27.16042
-21.57442,27.16042,-21.61110,27.24895
-21.61110,27.24895,-21.61110,27.77104
-21.61110,27.77104,-21.57442,27.85958
-21.57442,27.85958,-21.50666,27.92734
-21.50666,27.92734,-21.41812,27.96402
-21.41812,27.96402,-21.41811,27.96402
-21.41811,27.96402,-21.17740,28.06373
-21.17740,28.06373,-20.93972,28.30140
-20.93972,28.30140,-20.81110,28.61193
-20.81110,28.61193,-20.81110,28.94806
-20.81110,28.94806,-20.93972,29.25860
-20.93972,29.25860,-21.17740,29.49627
-21.17740,29.49627,-21.48793,29.62490
-21.48793,29.62490,-23.13206,29.62490
-23.13206,29.62490,-23.44260,29.49627
-23.44260,29.49627,-23.68027,29.25860
-23.68027,29.25860,-23.80890,28.94806
-23.80890,28.94806,-23.80890,28.61193
-23.80890,28.61193,-23.68027,28.30140
-23.68027,28.30140,-23.45512,28.07626
-23.45512,28.07626,-23.41844,27.98772
-23.41844,27.98772,-23.41844,27.89187
-23.41844,27.89187,-23.42888,27.86668
-23.42888,27.86668,-23.45512,27.80334
-23.45512,27.80334,-23.52288,27.73557
-23.52288,27.73557,-23.61142,27.69890
-23.61142,27.69890,-25.97612,27.69890
-25.97612,27.69890,-26.06466,27.73557
-26.06466,27.73557,-26.13242,27.80334
-26.13242,27.80334,-26.16910,27.89187
